"School.Type"	"Enrolment"	"Percentage.of.Students.Whose.First.Language.Is.Not.English"	"Percentage.of.Students.Whose.First.Language.Is.Not.French"	"Percentage.of.Students.Who.Are.New.to.Canada.from.a.Non.English.Speaking.Country"	"Percentage.of.Students.Who.Are.New.to.Canada.from.a.Non.French.Speaking.Country"	"Percentage.of.Students.Receiving.Special.Education.Services"	"Gifted"	"Percentage.of.Grade.3.Students.Achieving.the.Provincial.Standard.in.Reading"	"Percentage.of.Grade.3.Students.Achieving.the.Provincial.Standard.in.Writing"	"Percentage.of.Grade.3.Students.Achieving.the.Provincial.Standard.in.Mathematics"	"Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Reading"	"Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Writing"	"Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Mathematics"	"Percentage.of.Children.Who.Live.in.Low.Income.Households"	"Percentage.of.Students.Whose.Parents.Have.Some.University.Education"	"FSL.Core"	"FSL.Extended"	"FSL.Immersion"	"Gender.Ratio.M.to.F"	"Enrol_sum_all"	"Enrol_sum_JKto3"	"Enrol_sum_4to6"
"Public"	"Lowest"	"Medium"	"Low"	"Medium"	"Medium"	"Low"	"FALSE"	"Lowest"	"Medium"	"Low"	"Lowest"	"Lowest"	"Lowest"	"Highest"	"Medium"	"YES"	"NO"	"NO"	"Low"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Lowest"	"High"	"Lowest"	"Highest"	"Highest"	"Highest"	"FALSE"	"Low"	"Low"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Lowest"	"High"	"Low"	"Highest"	"Highest"	"Lowest"	"FALSE"	"Low"	"Lowest"	"High"	"Highest"	"Highest"	"Highest"	"Medium"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Lowest"	"Medium"	"Lowest"	"High"	"High"	"Low"	"FALSE"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Lowest"	"Low"	"High"	"Lowest"	"YES"	"NO"	"YES"	"High"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Low"	"Medium"	"Low"	"High"	"High"	"Lowest"	"FALSE"	"Highest"	"Low"	"Medium"	"Low"	"Lowest"	"Lowest"	"Medium"	"Low"	"YES"	"YES"	"YES"	"High"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Lowest"	"Medium"	"Lowest"	"High"	"High"	"Lowest"	"FALSE"	"High"	"Low"	"High"	"Medium"	"Lowest"	"Medium"	"Low"	"Lowest"	"YES"	"NO"	"NO"	"High"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Lowest"	"Medium"	"Lowest"	"High"	"High"	"Low"	"FALSE"	"Lowest"	"Lowest"	"Low"	"High"	"High"	"Low"	"Medium"	"Lowest"	"YES"	"NO"	"YES"	"High"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Lowest"	"High"	"Lowest"	"High"	"High"	"Highest"	"FALSE"	"Lowest"	"Low"	"Medium"	"Medium"	"Low"	"Low"	"Low"	"Medium"	"YES"	"NO"	"YES"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Lowest"	"High"	"Low"	"High"	"High"	"Highest"	"FALSE"	"Highest"	"Highest"	"High"	"Low"	"Medium"	"Low"	"High"	"Medium"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Medium"	"High"	"Low"	"High"	"High"	"Medium"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Highest"	"Highest"	"High"	"Low"	"Medium"	"YES"	"NO"	"YES"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Low"	"High"	"Lowest"	"High"	"High"	"High"	"FALSE"	"Highest"	"Medium"	"High"	"Highest"	"Highest"	"Highest"	"Medium"	"Medium"	"NO"	"NO"	"YES"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Lowest"	"High"	"Low"	"High"	"High"	"High"	"FALSE"	"Lowest"	"Low"	"Lowest"	"Highest"	"Highest"	"Low"	"High"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Low"	"Lowest"	"Low"	"High"	"High"	"Low"	"FALSE"	"Highest"	"Highest"	"High"	"Highest"	"Highest"	"Medium"	"High"	"Low"	"NO"	"NO"	"YES"	"High"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Lowest"	"Lowest"	"Low"	"High"	"High"	"Highest"	"FALSE"	"Lowest"	"Low"	"Lowest"	"Medium"	"Low"	"Lowest"	"High"	"Lowest"	"YES"	"NO"	"NO"	"High"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"High"	"Lowest"	"Low"	"High"	"High"	"Medium"	"FALSE"	"Lowest"	"Low"	"Lowest"	"Medium"	"High"	"Medium"	"Medium"	"Medium"	"YES"	"NO"	"NO"	"High"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Medium"	"Lowest"	"Low"	"High"	"High"	"High"	"FALSE"	"Medium"	"Lowest"	"Lowest"	"Highest"	"Highest"	"Highest"	"Medium"	"High"	"YES"	"NO"	"NO"	"High"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Medium"	"Lowest"	"Low"	"High"	"High"	"High"	"FALSE"	"Low"	"Lowest"	"Lowest"	"Low"	"Low"	"Highest"	"Medium"	"Low"	"YES"	"NO"	"NO"	"High"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Low"	"Lowest"	"Low"	"High"	"High"	"Highest"	"FALSE"	"Medium"	"Lowest"	"Lowest"	"High"	"Medium"	"Medium"	"High"	"Low"	"YES"	"NO"	"NO"	"High"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Lowest"	"Lowest"	"Low"	"High"	"High"	"Highest"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Medium"	"Medium"	"Lowest"	"Medium"	"Lowest"	"YES"	"NO"	"YES"	"High"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Lowest"	"Lowest"	"Lowest"	"High"	"High"	"High"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Highest"	"Low"	"Lowest"	"High"	"Low"	"NO"	"NO"	"YES"	"High"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Lowest"	"Lowest"	"Lowest"	"High"	"High"	"Highest"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Medium"	"High"	"Lowest"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"High"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"High"	"Lowest"	"Low"	"High"	"High"	"Low"	"FALSE"	"High"	"Highest"	"Medium"	"Highest"	"Highest"	"High"	"Low"	"High"	"NO"	"NO"	"YES"	"High"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Lowest"	"Lowest"	"Low"	"Lowest"	"Lowest"	"High"	"FALSE"	"High"	"High"	"High"	"Lowest"	"Lowest"	"Lowest"	"High"	"Medium"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Low"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Highest"	"FALSE"	"Low"	"Low"	"Lowest"	"Lowest"	"Lowest"	"Low"	"High"	"Low"	"YES"	"NO"	"YES"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Low"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Highest"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Medium"	"Lowest"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Lowest"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Low"	"FALSE"	"High"	"Medium"	"Lowest"	"Medium"	"Medium"	"High"	"Lowest"	"Low"	"YES"	"NO"	"YES"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"High"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Medium"	"FALSE"	"Medium"	"Low"	"Lowest"	"Highest"	"Highest"	"High"	"Lowest"	"Highest"	"YES"	"NO"	"YES"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Medium"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"High"	"FALSE"	"Medium"	"Low"	"Low"	"Lowest"	"Lowest"	"Lowest"	"Low"	"Lowest"	"YES"	"NO"	"YES"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Medium"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Medium"	"FALSE"	"Low"	"Low"	"Low"	"High"	"High"	"Medium"	"Low"	"Low"	"YES"	"NO"	"YES"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"FALSE"	"High"	"Low"	"Medium"	"High"	"Lowest"	"Lowest"	"Low"	"Low"	"YES"	"NO"	"YES"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Medium"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Highest"	"FALSE"	"Lowest"	"High"	"Medium"	"Low"	"Medium"	"Lowest"	"Low"	"Low"	"YES"	"NO"	"YES"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Highest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Low"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"High"	"Medium"	"Low"	"High"	"Medium"	"YES"	"NO"	"YES"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Low"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Low"	"FALSE"	"High"	"Medium"	"High"	"Medium"	"Medium"	"Lowest"	"Lowest"	"Medium"	"YES"	"NO"	"YES"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Medium"	"High"	"Low"	"High"	"High"	"High"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"High"	"Lowest"	"YES"	"NO"	"YES"	"Highest"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Lowest"	"High"	"Low"	"High"	"High"	"Highest"	"FALSE"	"Low"	"Lowest"	"Lowest"	"Low"	"Low"	"Lowest"	"High"	"Medium"	"YES"	"NO"	"NO"	"Highest"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"High"	"High"	"Low"	"High"	"High"	"High"	"FALSE"	"Medium"	"Medium"	"Medium"	"Medium"	"Medium"	"Medium"	"Low"	"Low"	"YES"	"NO"	"YES"	"Highest"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Low"	"High"	"Lowest"	"High"	"High"	"Highest"	"FALSE"	"Low"	"Medium"	"Low"	"High"	"High"	"Lowest"	"Low"	"Low"	"NO"	"NO"	"YES"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Lowest"	"High"	"Low"	"High"	"High"	"Highest"	"FALSE"	"High"	"Lowest"	"Low"	"Highest"	"High"	"Medium"	"Low"	"Medium"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Lowest"	"High"	"Lowest"	"High"	"High"	"Highest"	"FALSE"	"Low"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Medium"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Low"	"High"	"Low"	"High"	"High"	"Highest"	"FALSE"	"High"	"High"	"Lowest"	"Low"	"Low"	"Lowest"	"High"	"Low"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Medium"	"Lowest"	"Low"	"High"	"High"	"Highest"	"FALSE"	"Highest"	"Highest"	"Highest"	"High"	"High"	"Medium"	"Lowest"	"Highest"	"YES"	"NO"	"NO"	"Medium"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Lowest"	"Lowest"	"Low"	"High"	"High"	"High"	"FALSE"	"High"	"Highest"	"Highest"	"High"	"High"	"High"	"Medium"	"Low"	"YES"	"NO"	"NO"	"Medium"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Low"	"Lowest"	"Low"	"High"	"High"	"Medium"	"FALSE"	"Medium"	"Medium"	"High"	"Low"	"Low"	"Low"	"Highest"	"High"	"YES"	"NO"	"NO"	"Medium"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Low"	"Lowest"	"Low"	"High"	"High"	"High"	"FALSE"	"Medium"	"High"	"Medium"	"Low"	"Low"	"High"	"Lowest"	"Medium"	"YES"	"NO"	"NO"	"Medium"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Lowest"	"Lowest"	"Low"	"High"	"High"	"Highest"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Low"	"Low"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"Medium"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Highest"	"Lowest"	"Low"	"High"	"High"	"High"	"FALSE"	"Medium"	"Medium"	"Low"	"Low"	"Low"	"Low"	"High"	"Low"	"YES"	"NO"	"YES"	"Medium"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Lowest"	"Lowest"	"Low"	"High"	"High"	"Lowest"	"FALSE"	"Low"	"Medium"	"Medium"	"High"	"Medium"	"High"	"Low"	"Medium"	"YES"	"NO"	"NO"	"Medium"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Highest"	"Lowest"	"Low"	"High"	"High"	"Medium"	"FALSE"	"Medium"	"Lowest"	"Low"	"Highest"	"Medium"	"Medium"	"Low"	"High"	"YES"	"NO"	"YES"	"Medium"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Lowest"	"Low"	"Low"	"High"	"High"	"Highest"	"FALSE"	"Medium"	"Low"	"Highest"	"Lowest"	"Lowest"	"Lowest"	"High"	"Lowest"	"YES"	"NO"	"NO"	"Medium"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Low"	"Lowest"	"Low"	"High"	"High"	"Highest"	"FALSE"	"Lowest"	"Low"	"Lowest"	"Highest"	"Medium"	"Medium"	"Medium"	"Medium"	"YES"	"NO"	"NO"	"Medium"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Lowest"	"Lowest"	"Low"	"High"	"High"	"Highest"	"FALSE"	"Medium"	"Low"	"Low"	"Low"	"Lowest"	"Lowest"	"High"	"Medium"	"YES"	"NO"	"NO"	"Medium"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Low"	"Lowest"	"Low"	"High"	"High"	"Medium"	"FALSE"	"Low"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"High"	"Lowest"	"YES"	"NO"	"NO"	"Medium"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Medium"	"Lowest"	"Low"	"High"	"High"	"Lowest"	"FALSE"	"High"	"High"	"High"	"Low"	"Low"	"High"	"Lowest"	"High"	"YES"	"NO"	"NO"	"Medium"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Low"	"Lowest"	"Low"	"High"	"High"	"Highest"	"FALSE"	"Medium"	"Low"	"Medium"	"High"	"Lowest"	"High"	"Highest"	"Medium"	"YES"	"NO"	"NO"	"Medium"	"Lowest"	"Lowest"	"Lowest"
"Catholic"	"Lowest"	"Lowest"	"Low"	"High"	"High"	"Highest"	"FALSE"	"Highest"	"Highest"	"Highest"	"High"	"Low"	"Medium"	"High"	"Lowest"	"YES"	"NO"	"NO"	"Medium"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Medium"	"Low"	"Low"	"Lowest"	"Lowest"	"Low"	"FALSE"	"Low"	"Low"	"Medium"	"Lowest"	"Lowest"	"Medium"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Medium"	"Low"	"Low"	"Lowest"	"Lowest"	"Lowest"	"FALSE"	"Lowest"	"Lowest"	"Low"	"Low"	"Lowest"	"Medium"	"High"	"Low"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Highest"	"Low"	"Low"	"Lowest"	"Lowest"	"Low"	"FALSE"	"Medium"	"Low"	"Medium"	"Low"	"Medium"	"Medium"	"Medium"	"Low"	"YES"	"NO"	"YES"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Lowest"	"Low"	"Low"	"Lowest"	"Lowest"	"Low"	"FALSE"	"Low"	"Low"	"Highest"	"Low"	"Lowest"	"Medium"	"Low"	"Low"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Low"	"Low"	"Low"	"Lowest"	"Lowest"	"Lowest"	"FALSE"	"High"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Low"	"Lowest"	"Medium"	"NO"	"NO"	"YES"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"High"	"Low"	"Low"	"Lowest"	"Lowest"	"Lowest"	"FALSE"	"Highest"	"High"	"Highest"	"Medium"	"High"	"High"	"Lowest"	"Low"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Highest"	"Low"	"Low"	"Lowest"	"Lowest"	"Lowest"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Low"	"Lowest"	"Medium"	"Medium"	"Lowest"	"YES"	"NO"	"YES"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Highest"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Highest"	"FALSE"	"Lowest"	"Low"	"Low"	"Low"	"Lowest"	"Lowest"	"High"	"Low"	"YES"	"NO"	"YES"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Low"	"Low"	"Low"	"Lowest"	"Lowest"	"Lowest"	"FALSE"	"Medium"	"Lowest"	"Lowest"	"Medium"	"Low"	"Low"	"Medium"	"Low"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Lowest"	"Low"	"Low"	"Lowest"	"Lowest"	"High"	"FALSE"	"High"	"Low"	"Low"	"Highest"	"Lowest"	"Highest"	"Medium"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Lowest"	"Low"	"Low"	"Lowest"	"Lowest"	"Lowest"	"FALSE"	"Medium"	"Lowest"	"High"	"High"	"Low"	"Low"	"Medium"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Medium"	"Low"	"Low"	"Lowest"	"Lowest"	"Highest"	"FALSE"	"Lowest"	"Low"	"Low"	"Lowest"	"Lowest"	"Low"	"High"	"Low"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Medium"	"Low"	"Low"	"Lowest"	"Lowest"	"Low"	"FALSE"	"Lowest"	"Low"	"High"	"Medium"	"High"	"Medium"	"High"	"Lowest"	"YES"	"NO"	"YES"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Lowest"	"Low"	"Low"	"Lowest"	"Lowest"	"High"	"FALSE"	"Low"	"Medium"	"Lowest"	"Highest"	"Medium"	"Low"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"High"	"Low"	"Low"	"Lowest"	"Lowest"	"Low"	"FALSE"	"Highest"	"High"	"Highest"	"High"	"Medium"	"Medium"	"Medium"	"High"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"High"	"Low"	"Low"	"Lowest"	"Lowest"	"High"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Medium"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Low"	"Low"	"Low"	"Lowest"	"Lowest"	"Low"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Low"	"Lowest"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Low"	"Low"	"Low"	"Lowest"	"Lowest"	"Medium"	"FALSE"	"Low"	"High"	"High"	"Low"	"Low"	"Lowest"	"Medium"	"Medium"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Medium"	"Low"	"Low"	"Lowest"	"Lowest"	"High"	"FALSE"	"Lowest"	"Low"	"Medium"	"Lowest"	"Lowest"	"Low"	"Medium"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Lowest"	"Low"	"Low"	"Lowest"	"Lowest"	"Medium"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Medium"	"High"	"High"	"Medium"	"Lowest"	"NO"	"NO"	"YES"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Lowest"	"Low"	"Low"	"Lowest"	"Lowest"	"Low"	"FALSE"	"High"	"Medium"	"Low"	"Low"	"Lowest"	"Low"	"High"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Lowest"	"Medium"	"Low"	"Low"	"Lowest"	"Low"	"FALSE"	"High"	"High"	"High"	"Highest"	"High"	"High"	"Low"	"Low"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Lowest"	"Medium"	"Lowest"	"Low"	"Lowest"	"Low"	"FALSE"	"Medium"	"High"	"High"	"Medium"	"Low"	"Highest"	"Low"	"Low"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Low"	"Medium"	"Low"	"Low"	"Lowest"	"High"	"FALSE"	"Medium"	"Medium"	"High"	"Low"	"Low"	"Low"	"Medium"	"Low"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"High"	"Medium"	"Low"	"Low"	"Lowest"	"Lowest"	"FALSE"	"Medium"	"Low"	"Medium"	"Medium"	"Medium"	"Medium"	"Medium"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Medium"	"Medium"	"Low"	"Low"	"Lowest"	"Lowest"	"FALSE"	"High"	"High"	"Highest"	"Low"	"Medium"	"High"	"Medium"	"Low"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Low"	"Low"	"Low"	"Low"	"Lowest"	"Lowest"	"FALSE"	"Medium"	"Medium"	"Medium"	"High"	"Highest"	"High"	"Lowest"	"Low"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Lowest"	"Highest"	"Low"	"Medium"	"Medium"	"Lowest"	"FALSE"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Lowest"	"Highest"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Lowest"	"Medium"	"Low"	"Low"	"Lowest"	"High"	"FALSE"	"Low"	"Medium"	"Low"	"Medium"	"Low"	"Lowest"	"High"	"Low"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Lowest"	"Medium"	"Low"	"Low"	"Lowest"	"High"	"FALSE"	"Highest"	"Highest"	"High"	"High"	"High"	"Low"	"Low"	"Low"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Medium"	"Medium"	"Low"	"Low"	"Lowest"	"Lowest"	"FALSE"	"Lowest"	"Lowest"	"Low"	"Medium"	"Medium"	"High"	"Medium"	"Low"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Lowest"	"Medium"	"Low"	"Low"	"Lowest"	"Medium"	"FALSE"	"Medium"	"Lowest"	"Medium"	"High"	"Medium"	"Medium"	"Medium"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Medium"	"Lowest"	"Low"	"Low"	"Lowest"	"Low"	"FALSE"	"High"	"Highest"	"Highest"	"Lowest"	"Low"	"Medium"	"High"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"High"	"Medium"	"Low"	"Low"	"Lowest"	"Lowest"	"FALSE"	"High"	"High"	"Highest"	"Low"	"Low"	"Medium"	"Low"	"Low"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Lowest"	"Medium"	"Lowest"	"Low"	"Lowest"	"Lowest"	"FALSE"	"Low"	"Low"	"Medium"	"Highest"	"Highest"	"High"	"Lowest"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Low"	"Medium"	"Low"	"Low"	"Lowest"	"Low"	"FALSE"	"Highest"	"Highest"	"Highest"	"Medium"	"High"	"Medium"	"Medium"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Lowest"	"Medium"	"Lowest"	"Low"	"Lowest"	"Low"	"FALSE"	"Medium"	"Medium"	"High"	"Lowest"	"Lowest"	"Lowest"	"Medium"	"Low"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Low"	"Medium"	"Low"	"Low"	"Lowest"	"Medium"	"FALSE"	"Lowest"	"Low"	"Medium"	"Medium"	"High"	"High"	"Low"	"Low"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Low"	"Medium"	"Low"	"Low"	"Lowest"	"Low"	"FALSE"	"Medium"	"High"	"High"	"High"	"High"	"Highest"	"Medium"	"Medium"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"High"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Medium"	"TRUE"	"Medium"	"Medium"	"Medium"	"Highest"	"Highest"	"Highest"	"Medium"	"Low"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Low"	"Low"	"Low"	"Low"	"Lowest"	"Low"	"TRUE"	"Medium"	"High"	"Highest"	"High"	"High"	"Highest"	"High"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Medium"	"Lowest"	"Lowest"	"Low"	"Lowest"	"Lowest"	"FALSE"	"Low"	"Medium"	"Medium"	"Lowest"	"Lowest"	"Low"	"Low"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Highest"	"Lowest"	"Low"	"Lowest"	"Lowest"	"Lowest"	"FALSE"	"Low"	"Lowest"	"Low"	"Low"	"Low"	"High"	"Lowest"	"Low"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
"Public"	"Lowest"	"Medium"	"Low"	"Low"	"Lowest"	"Low"	"FALSE"	"Highest"	"Low"	"Highest"	"Low"	"Lowest"	"Medium"	"Lowest"	"Lowest"	"YES"	"NO"	"NO"	"Lowest"	"Lowest"	"Lowest"	"Lowest"
